times,n,Tpara,Tperp
1592428955.85243,0.95961547,520.2014,500.27576
1592427593.233014,1.2325382,347.13,389.48016
1592432905.708618,1.1644292,260.56375,282.58594
1592428519.946216,0.8394177,742.54987,689.82153
1592427868.036921,1.2517349,439.22263,426.34055
1592427140.076552,0.88278365,362.32867,348.47098
1592428281.142823,1.2934122,460.2603,393.26138
1592427256.928206,0.97090745,524.7358,428.64822
1592430393.472906,1.550121,205.17067,203.98117
1592429822.414779,2.8403292,149.93867,101.066154
1592432435.7519412,1.192476,313.59854,305.61853
1592427435.13076,1.3979462,346.81982,378.53552
1592432586.954087,1.2074473,462.51385,386.47568
1592429634.912101,1.0196402,345.6255,449.05945
1592427969.288376,0.65610164,975.0047,855.65155
1592432082.196926,0.9425281,368.4686,341.0629
1592431802.742947,1.0908155,331.6817,293.90155
1592426147.362379,1.3123564,367.49774,427.69327
1592432188.848432,1.0275345,534.8126,501.75952
1592427320.0791209,1.002082,459.37576,426.1066
1592434491.23113,5.9729123,90.690475,64.635796
1592433194.0127091,2.1125638,162.32486,155.66144
1592429450.709481,1.863211,134.64923,103.837555
1592430993.781443,1.816725,167.74422,159.09462
1592427199.477394,1.2243071,429.22058,354.0506
1592434565.032165,1.0388554,356.51135,416.58142
1592433365.76515,1.0437878,432.1807,462.83386
1592430173.119776,2.5669887,152.0639,121.608795
1592432397.0513868,1.1843028,253.39355,245.2016
1592427542.982286,1.6493425,148.13028,169.9022
1592433495.666995,5.232784,87.50897,82.46679
1592430265.3710852,1.5454136,165.40427,213.04402
1592426108.661823,0.8144091,372.6929,374.2263
1592434245.3776388,1.6947601,215.20053,170.03438
1592432342.60062,0.95958084,196.95073,231.23854
1592432796.207071,5.1599183,112.36281,67.48264
1592430855.479479,1.6934725,178.57614,158.67694
1592428563.446843,1.2468674,415.95975,396.38782
1592433536.467579,2.5900536,163.44029,125.65176
1592432974.1095989,1.1684871,226.51704,305.2714
1592431016.43177,1.2999448,242.10516,216.48163
1592433507.2171662,4.6751266,107.6148,74.77596
1592431936.54485,1.9291052,145.23007,149.38219
1592427966.738333,0.76011634,877.92114,809.1636
1592425940.059409,0.93191004,607.96985,569.3335
1592433200.012793,2.323276,185.62462,173.59793
1592426121.412009,0.88671494,403.9297,424.6551
1592433948.073411,4.9705777,109.322365,85.442825
1592430626.126221,1.3023682,389.7005,367.0051
1592432596.4042292,1.2062523,415.1311,342.2467
1592432842.107723,4.2518616,163.6882,75.72542
1592429630.112044,0.98082566,363.89825,463.4971
1592431438.837771,1.7736379,196.88544,193.12082
1592427169.476966,0.7813899,427.48035,371.04388
1592434539.38181,2.291983,276.8332,142.2174
1592426912.8232992,1.1902254,515.8876,500.25055
1592427737.5350678,1.2340461,426.45157,389.2121
1592432986.409769,1.0978215,238.7864,300.2307
1592431904.294396,1.4241505,199.43764,173.2478
1592432163.948077,1.3866318,248.8119,235.09808
1592427540.732258,1.2722867,157.13539,167.23672
1592433821.621623,1.3445479,362.6423,354.082
1592430689.1271172,1.16974,512.69617,495.48572
1592429073.60411,0.909805,457.94913,415.13504
1592434309.728548,2.282518,180.94028,185.21465
1592427401.980275,1.2250603,413.52985,367.6246
1592427433.330732,1.0959586,354.61887,380.0734
1592425836.857939,1.1117909,485.4879,453.95636
1592425806.407509,0.9780512,497.56647,486.75845
1592434560.082109,0.94282174,354.88464,311.9972
1592428863.7511182,0.7805858,632.3748,598.5846
1592429880.315605,2.0864854,154.28381,139.7677
1592434501.1312718,4.75598,132.6171,78.93834
1592427582.132858,0.9865715,366.64734,362.46344
1592427735.73504,1.3594794,453.80362,399.5163
1592427841.93655,1.145367,483.54962,400.65213
1592434113.075767,1.3264464,329.6546,317.32407
1592429185.205706,1.4254868,248.0416,197.80458
1592433108.361502,2.4634602,157.24504,107.15034
1592426004.110337,1.0437578,399.11624,414.29205
1592429409.008883,2.4740098,71.68433,86.37018
1592433631.4189272,1.3245709,295.42966,289.88043
1592426581.468575,1.2167172,389.7985,413.2387
1592429547.460862,2.077344,165.62521,187.30434
1592433795.671254,1.237938,425.76056,495.22073
1592432321.450322,1.3199282,164.5027,219.43007
1592431254.185154,3.014723,107.94894,124.6299
1592428438.345061,0.7793272,711.318,681.3205
1592428246.642325,0.8583008,597.17267,547.90796
1592432285.44981,4.946575,115.7991,73.91786
1592430256.670957,1.6446742,181.89209,193.90088
1592429715.613255,1.1628451,382.01044,394.04147
1592425957.309667,1.0135673,585.5931,512.2673
1592430863.579593,2.9728737,111.687416,113.60707
1592434741.584676,0.99779373,475.12653,404.47977
1592431330.536236,4.6144443,86.707466,64.422714
1592431575.039704,1.0147411,437.30188,394.91754
1592433766.2708428,1.2458942,506.82642,442.52234
1592428569.446929,0.96607155,377.36945,370.40805
1592434752.984832,1.0197468,430.85477,341.63293
1592430691.377146,1.114969,461.7073,411.4065
1592430526.6747992,1.3987744,245.58958,214.19386
1592428639.497926,1.6800599,245.58568,270.61932
1592429885.115675,2.6489255,171.22427,113.88435
1592429554.210963,1.7057916,167.76678,196.75726
1592426536.917932,0.9184401,489.74692,428.6937
1592426067.261237,1.0920836,463.01636,354.92224
1592430690.927132,1.1795428,422.451,410.11826
1592428892.101516,0.9908651,485.11923,499.50565
1592429235.0064042,1.5013552,302.73166,270.56265
1592433628.568883,1.4119881,331.63907,336.8832
1592431215.0345862,1.2137986,383.2434,453.85065
1592429873.415504,2.7021506,158.02605,121.380516
1592426923.923455,1.2472988,425.32983,454.76697
1592430555.175211,1.7896926,235.5025,242.28732
1592430528.474827,1.5432171,239.15227,236.29173
1592431396.537173,2.4503198,185.6766,125.70256
1592426259.1139789,0.8887899,409.63818,362.3239
1592427522.432002,1.2570693,263.08353,261.92422
1592427839.086522,1.1804967,501.94946,430.51562
1592428888.2014751,0.9476564,514.2146,549.2048
1592428599.897356,4.5827913,126.02954,115.4666
1592427095.82591,0.7195637,424.75623,391.28375
1592427416.5304892,1.0029466,489.5025,427.79922
1592430920.730404,2.156352,123.562836,150.74492
1592431901.594353,1.0894887,196.66965,201.79243
1592427692.984425,0.99253356,394.0548,400.4275
1592426948.073798,1.2502209,378.43994,427.0387
1592431891.244211,1.8589984,170.16063,148.42224
1592434652.033399,0.75521576,454.4008,390.65607
1592429633.2620869,1.1253693,301.3658,419.2818
1592434736.03459,1.0090679,445.6597,365.27927
1592427938.387933,0.7879834,671.6677,654.13495
1592432674.705337,3.540247,157.05031,147.65457
1592426144.662337,1.2253197,358.24518,442.32883
1592434157.326391,1.0942042,398.4517,382.0697
1592432681.605437,1.4419285,250.56992,292.19016
1592425819.457695,0.91721296,512.94464,548.95306
1592431798.242888,1.1433816,356.6452,325.13235
1592430197.270116,2.615248,158.02303,148.97641
1592432295.499952,3.5993896,172.77028,98.32778
1592433991.124036,1.0613506,309.25806,287.62616
1592430576.1755111,1.2229115,342.1358,358.5814
1592428923.151973,1.0637448,458.01593,499.49753
1592429516.410421,1.4269423,181.17407,190.43896
1592426347.465236,1.5142591,298.67493,288.8244
1592427068.9755251,0.89667934,396.33954,369.40854
1592428421.8448188,0.8456467,641.4092,631.7189
1592431386.6370308,3.2431335,182.56319,93.97979
1592432849.6078231,3.6332386,205.35896,97.58813
1592434607.782775,0.8375091,526.56903,562.83514
1592434414.130038,3.753866,73.017204,92.23517
1592433669.219466,1.4741652,298.52048,277.57086
1592429694.912956,0.72739464,471.57184,557.93884
1592431054.53231,1.0301908,378.0894,366.46124
1592431610.290216,1.0915313,435.9607,385.74298
1592434015.274376,1.1050824,343.21494,271.46976
1592433153.0621262,6.5870724,73.29544,74.49292
1592431377.186903,3.009631,118.973625,100.801025
1592431008.481656,1.1126702,248.20872,235.21616
1592428179.591369,0.81756765,843.7623,759.6779
1592428969.652629,0.86928624,484.70364,429.5421
1592431280.585524,4.3410873,106.746025,70.97731
1592427524.68203,1.6311402,154.64566,200.49522
1592432064.1966689,0.86108553,372.4385,335.31442
1592433609.0686002,1.3493118,174.3442,190.6797
1592427843.8865778,1.1133748,513.2243,461.95572
1592428322.243408,1.0445733,316.79782,322.53262
1592426592.718732,1.0591239,489.32593,515.2693
1592430871.9797068,3.8629642,111.639175,77.4166
1592428309.643223,0.989089,407.57697,351.57358
1592428063.789716,0.6057765,1033.2616,931.5435
1592433032.010408,1.1926574,372.9945,504.87103
1592429774.564094,1.3041838,201.43925,161.4759
1592429931.616331,1.2893376,322.432,341.14008
1592433074.911019,1.2976394,270.99493,246.7933
1592434830.235939,0.9922753,482.75986,542.07104
1592426612.519017,1.0937622,462.40198,531.3337
1592430388.672836,1.6963682,213.79477,184.25761
1592427806.0860522,1.2531579,454.76477,392.8609
1592433805.571396,1.1585546,457.76807,469.53607
1592433870.822318,5.247493,62.01444,72.66217
1592431672.091097,1.0360557,487.38388,479.64664
1592431042.832139,1.4732237,271.87335,282.5506
1592433457.116456,0.90988636,266.581,335.49826
1592434225.427356,1.8945814,90.48268,106.232185
1592428361.543964,1.1300739,459.07233,354.2753
1592434016.0243762,1.0034001,369.75113,313.3671
1592434699.884081,0.84821016,494.60315,414.5506
1592430864.479608,3.8265638,115.515976,107.09034
1592433914.922942,5.4907675,82.083374,76.562195
1592426587.1686609,1.0575501,439.4394,415.79202
1592428594.347285,1.7731707,238.60645,233.27356
1592428715.09901,1.1246887,481.03113,438.5952
1592427097.325939,0.9246475,316.4622,291.19315
1592433867.672276,4.677796,91.50862,105.1684
1592425963.009738,0.9080092,549.42755,505.98398
1592426136.262222,0.9371654,402.9871,389.9172
1592434065.525085,0.9874215,423.72513,373.5616
1592430313.8217669,1.8007404,140.90955,133.9286
1592429149.655193,1.2492555,317.63898,283.8508
1592434393.279739,0.948233,277.1268,273.13074
1592428940.252216,1.069119,473.25766,481.756
1592433378.215335,1.1624448,421.32782,409.50662
1592426401.466006,1.2759194,408.59338,382.27313
1592428349.693793,0.7892955,487.2899,411.19376
1592434408.729953,3.5749812,99.87777,107.69485
1592425909.608981,1.1603253,544.26843,506.74774
1592431269.635368,4.675647,129.8074,78.13597
1592425923.7091808,0.8691345,792.0898,695.71783
1592428685.5485818,1.0782887,411.486,409.33395
1592427865.786892,1.149239,501.25833,479.23602
1592428193.0915682,0.83949095,811.736,669.96265
1592426594.8187609,0.8410806,563.0248,525.2398
1592433984.3739362,1.9659005,298.93246,158.40575
1592427582.282858,1.0313251,338.9354,313.92505
1592426018.6605382,1.0920202,421.4404,416.7925
1592432856.807922,1.2848653,337.00916,205.12097
1592434289.9282649,1.6988838,328.67584,303.0605
1592429290.657202,1.3422614,330.86884,300.51193
1592433879.822447,4.804262,87.27414,72.68084
1592430378.172693,1.6653292,223.36868,185.27315
1592434824.835853,0.8366829,480.23956,495.7756
1592428748.849479,1.0381988,401.58453,434.25632
1592433496.86701,5.9786882,88.01107,73.795
1592426273.9641778,1.0251646,372.23618,440.39813
1592431902.6443672,0.93309104,242.70776,242.65735
1592426835.8722,1.4766636,182.69327,220.06871
1592429305.357415,1.2936641,371.85623,349.89706
1592427232.927864,0.99806315,511.77936,476.69992
1592430824.879038,1.3259994,190.78503,181.63837
1592428649.998068,2.1520221,188.82225,228.6857
1592433238.263347,1.4817468,206.9911,267.74475
1592427013.3247402,0.9586644,432.43805,424.51865
1592433391.11552,1.2085841,378.01276,366.31125
1592427290.678692,1.1436232,481.01486,414.60623
1592433870.972318,4.923356,79.17882,79.915764
1592434123.725909,1.3686259,334.0765,313.9646
1592430471.3240168,1.298238,253.22044,240.86658
1592429513.260378,1.6054877,151.64754,195.54301
1592429008.803184,1.17511,483.69583,419.65598
1592428236.892182,0.90043014,705.2798,557.32874
1592434198.426972,1.3340429,242.78723,211.65228
1592431255.5351691,3.258164,120.07527,100.94756
1592428741.79938,1.0870284,407.72366,390.91458
1592429741.413624,1.0873603,288.58282,256.32416
1592432586.204087,1.1541232,401.53445,379.3887
1592426666.0697742,1.1245854,360.23248,343.45895
1592426618.519103,0.988824,509.47192,507.0678
1592431826.2932868,1.359082,368.22653,329.40503
1592429598.46159,1.1018901,345.22223,386.60965
1592433093.661288,1.4923685,280.62793,290.5982
1592427990.138675,0.6707056,956.1994,882.026
1592426140.1622798,0.96987987,394.34116,414.97818
1592431178.134073,1.0449884,405.19077,441.81198
1592434831.885952,0.9596972,464.4378,555.1448
1592432699.455692,1.3934237,284.99838,318.41953
1592427078.575668,1.6243974,240.4346,223.01329
1592428429.644932,0.8127185,703.1137,750.7787
1592429654.112386,0.8379008,415.0612,522.62274
1592430979.231243,1.2306949,143.74094,163.80559
1592426240.513707,0.6396975,474.59204,402.56335
1592428668.448339,1.1200081,382.6784,399.5259
1592427829.786379,1.1941493,488.66742,448.7408
1592434104.6756392,1.3302107,341.9691,343.14496
1592433432.066088,1.182053,536.4466,457.23477
1592430851.1294222,1.2616178,184.18526,207.98666
1592429893.365789,2.3410587,151.28604,136.43224
1592426150.062408,1.2294418,353.2527,459.97144
1592429509.660322,2.0858176,123.37452,142.43716
1592434089.225426,1.2608482,395.4239,362.1265
1592429832.314921,3.7207875,119.52256,84.36981
1592434459.730676,7.052362,110.09085,69.62117
1592427561.282558,1.5772682,140.00656,166.20668
1592431003.9815848,1.4001651,215.11778,211.19804
1592426619.2691169,0.8576038,525.8473,482.04498
1592431246.535041,2.5407243,239.38817,164.67644
1592426683.920031,1.14283,405.12207,392.2091
1592432876.008192,1.3775276,201.30296,236.6045
1592428160.9910982,0.681274,971.2009,750.78064
1592426239.4636931,0.6596487,599.7923,465.26285
1592430730.6777012,1.2603148,458.94882,397.66
1592426960.0739698,1.3304522,410.59763,409.79236
1592433803.6213682,1.1522303,473.92245,420.75778
1592431955.595121,3.7704217,93.419975,91.24717
1592431469.888212,2.3877552,202.78888,203.39261
1592433842.771922,1.0412773,243.62852,274.2147
1592432420.751729,1.1984757,299.39337,259.23392
1592426018.810538,1.116538,414.16666,395.16162
1592426151.412437,1.1698909,396.48264,432.28067
1592426123.962037,0.9946328,398.32526,376.75833
1592430573.475468,1.3489162,303.26114,325.72714
1592434475.930903,3.8782246,143.26994,87.28733
1592430024.767655,1.2895198,332.65277,328.26505
1592428972.2026722,1.0529091,453.3844,416.26685
1592431556.889449,1.056229,420.23538,504.94247
1592430915.780333,2.254245,112.552704,137.96733
1592432402.7514722,1.0926204,261.2172,281.6595
1592432680.705423,1.3541101,290.29935,294.06262
1592434450.430548,5.6416693,101.45152,71.14616
1592427979.488518,0.7997562,786.0422,685.9684
1592431657.240885,0.96876955,627.20685,540.75305
1592432530.853291,1.31967,426.78104,355.00024
1592427656.5339131,0.9166344,377.051,286.0036
1592429062.653954,0.99616414,440.21976,433.65735
1592428524.4462872,0.8594127,673.6406,591.1637
1592430258.020971,1.5140663,188.87248,196.88206
1592432873.00815,1.1430167,231.70276,241.29745
1592428941.45223,1.1076465,439.6218,444.83777
1592429574.311247,1.5373964,218.23885,237.84688
1592429007.15317,1.1067271,444.6204,411.5912
1592430572.2754529,1.3075808,355.1081,346.90964
1592426892.123013,0.8862489,590.5176,499.12738
1592430468.173973,1.4918567,215.88364,207.58226
1592433284.7640011,1.170139,328.2436,384.85367
1592434602.532705,0.86828035,435.25278,410.81793
1592432896.558491,1.1342536,257.58884,277.047
1592426572.468447,0.93885785,495.57956,412.80853
1592432746.85636,3.8918161,76.800224,79.85896
1592432956.109343,1.2015312,231.75809,302.97903
1592431457.438041,1.909103,228.35168,194.12546
1592427317.529077,1.0252228,465.60828,408.16052
1592427799.185951,1.3232696,455.84723,397.6885
1592431776.192576,1.2126256,322.2119,259.24542
1592432438.451984,1.1908652,306.75085,282.91257
1592428232.542125,0.8232582,720.86993,581.67676
1592433866.772262,5.255825,74.2321,77.17362
1592428997.853028,1.0912013,434.37042,383.25888
1592427306.428921,1.123571,446.65076,456.17676
1592429293.807244,1.4254287,376.6139,303.08838
1592426405.3660622,1.240792,405.92413,374.89682
1592430042.91791,1.6104914,258.225,274.94028
1592430004.96737,1.1556785,328.59732,332.53162
1592432583.354045,1.2566959,410.68106,407.0909
1592431933.094808,1.4806689,141.84549,163.04836
1592428262.3925529,0.96382374,615.52606,499.47562
1592431614.040258,0.7462304,529.1518,458.94962
1592432519.7531352,1.2437218,385.7034,322.47733
1592432050.696471,1.0834138,261.1539,267.55554
1592430796.52864,1.4908,309.06842,270.40475
1592433920.4730282,4.8448105,84.11954,78.80856
1592427450.730974,1.2116207,370.13202,412.07846
1592426156.512508,1.1394776,361.62628,416.37338
1592426646.269502,1.2259892,395.35162,420.88327
1592426687.070074,1.330784,413.0353,407.99863
1592432048.746443,1.3695233,220.79355,186.10051
1592426997.5745122,1.0398641,507.36496,435.30927
1592429816.564693,2.4344475,206.33868,110.342865
1592430948.480803,1.2894889,185.96109,161.23117
1592427200.377409,1.3830967,339.16977,293.19604
1592427211.6275651,0.7378196,461.75912,473.8741
1592428713.748981,1.1433465,358.57477,356.62192
1592434380.9795551,1.1645247,276.80753,263.09525
1592427729.884953,1.2827483,425.50577,373.40692
1592426109.7118368,0.75991607,412.3625,416.61795
1592434110.975724,1.3335456,357.9605,367.6921
1592429463.609667,2.3765523,137.73854,140.8018
1592432672.305308,2.7311773,184.03075,160.01578
1592432812.107297,5.4001966,125.35481,61.45562
1592431355.73659,5.367877,77.435646,56.95698
1592430965.281044,1.997205,123.10489,151.17668
1592427022.3248692,0.79336333,465.39087,539.5941
1592433689.3197498,1.2837995,365.80765,348.46802
1592429062.05394,0.9806611,445.85034,412.82104
1592434173.976619,1.1851232,426.40356,356.88855
1592427946.938048,0.6607229,934.5151,872.23334
1592426833.622172,1.9404883,174.49455,214.80214
1592432492.4527512,1.0405922,362.67413,341.37576
1592428950.452359,1.0282077,485.69467,431.3645
1592434587.832491,0.75595087,512.7659,485.6528
1592426893.7730272,1.0228487,473.04855,471.56113
1592429557.211005,1.5315164,194.5491,229.49583
1592426427.716377,1.0488889,581.4168,559.7588
1592426800.471701,0.8056353,489.67313,424.02072
1592427753.585296,1.2915325,423.9214,408.98425
1592431215.1846,1.2320325,352.29248,380.80554
1592425971.5598662,1.1224889,463.21802,437.75397
1592429831.414906,3.8936145,107.395454,79.54909
1592430629.576264,1.20549,427.1192,406.37057
1592429553.610948,1.9183658,227.2462,217.17068
1592426531.2178612,0.8474018,515.0716,467.86093
1592428210.341811,0.87864554,739.69495,595.0926
1592429272.056931,1.2248933,434.70123,370.369
1592433939.223298,4.7021437,127.967766,95.4744
1592429455.809552,1.8819244,113.669304,108.456795
1592426578.768532,1.2213174,418.12967,429.85983
1592429612.411789,1.0448811,380.79312,445.11343
1592429507.5602932,1.7380904,133.12688,135.09918
1592432669.005252,1.4711591,265.1651,263.93063
1592432508.802978,1.309178,318.07947,300.2185
1592430844.079324,1.8183471,162.0807,176.32208
1592428826.4005911,0.79192317,644.20856,654.8485
1592433766.120843,1.3821373,485.38034,456.72433
1592431374.0368462,4.1079016,77.56357,74.02948
1592434696.2840378,0.7521575,539.05743,409.1495
1592432733.9561758,4.525109,67.091194,82.31326
1592432385.951231,1.5556777,201.51543,193.09438
1592431365.036718,4.6473813,89.70987,70.33057
1592430030.4677398,1.5171427,256.71036,278.95532
1592429392.358654,2.690481,104.38861,88.985504
1592428243.792282,0.91329676,612.231,540.2406
1592426137.162236,0.7741742,510.08917,451.67844
1592429168.555464,1.4875876,286.6243,211.5598
1592434503.2313,5.5785575,109.734344,66.74707
1592428145.0908842,0.70807344,865.1602,752.2351
1592434350.97913,1.7564317,250.44437,264.9253
1592432109.647309,0.9720439,260.23605,278.36755
1592433683.169665,1.5323796,327.06628,293.2304
1592432643.3548958,1.0148377,388.7656,329.9915
1592429693.2629418,0.72813296,511.08347,595.65784
1592426210.063265,1.2356995,382.33478,399.6824
1592425827.5578098,1.202943,498.04297,401.79034
1592434823.4858391,0.98771,443.8608,485.86627
1592433111.661545,4.353893,105.274,88.307945
1592433254.3135738,1.1591328,282.24182,389.94696
1592433942.82334,3.6267982,127.43371,103.75135
1592427335.229335,1.0694845,442.63486,413.9393
1592431786.542718,1.1609701,341.30826,275.32373
1592434662.3835552,0.8966792,470.77914,438.47507
1592433423.665973,1.1370292,531.5016,477.44977
1592430757.078086,1.0314903,293.3636,343.7226
1592427605.233184,1.6689771,238.10036,203.88707
1592431081.9826949,1.1770408,477.98376,488.18652
1592433961.87361,4.407268,112.25346,75.97614
1592429764.063938,1.6138488,187.03842,168.36647
1592429960.566744,0.8579854,369.66254,463.1487
1592434696.134038,0.67437613,568.49286,463.6774
1592427060.5754108,1.0590508,299.45602,289.6861
1592434310.478562,2.2785804,212.87393,196.42302
1592428055.089602,0.72178805,964.94714,821.3068
1592434486.8810592,6.4561915,97.55706,64.054054
1592431703.141538,1.0202581,415.91046,490.5908
1592428259.2425091,0.9896602,608.6035,495.15045
1592433624.3688269,1.3380452,273.36212,287.81018
1592433682.119651,1.558773,327.7971,298.8404
1592432786.456929,4.2779584,146.19788,78.650116
1592434679.033783,1.0574692,459.36786,433.45883
1592433135.961885,5.5186887,109.04532,64.52016
1592428803.450263,0.7865883,654.5636,607.704
1592429679.012728,0.6654512,536.0266,600.4586
1592432291.599896,4.24451,139.743,83.194984
1592430396.022934,1.1500987,250.59904,265.4458
1592433179.912509,3.6133852,52.905865,67.89843
1592431258.0852108,4.143618,114.17688,93.20448
1592431759.842334,1.2027795,422.2731,315.89847
1592431045.832182,1.2225971,347.15964,298.97256
1592428470.745517,0.6167023,1066.796,916.7286
1592433987.973979,1.3636273,206.06976,214.91586
1592433112.561558,5.3278418,89.508995,78.10894
1592430056.268109,1.6890277,295.95355,293.0205
1592427096.875924,0.8350758,398.59396,318.4243
1592427275.378478,1.2684679,464.15085,390.2413
1592428609.1974988,3.7932966,122.89508,105.914474
1592431750.242206,1.2809229,380.67145,301.04996
1592434431.530279,5.6803575,93.920105,77.61232
1592428793.400121,0.8349992,597.2823,580.5235
1592433866.022248,5.4916577,65.915115,70.62677
1592426676.719931,1.0875882,359.11972,402.5958
1592433927.973127,5.010285,91.54445,70.83609
1592427169.026952,0.8160833,404.6343,349.03265
1592433386.165448,1.1483146,453.0067,413.19794
1592425929.109267,0.98396665,746.85406,636.4602
1592429151.455222,1.0831314,382.11108,332.92664
1592434780.5852292,0.9968504,427.73468,376.34714
1592428760.09965,1.165573,401.18,392.51328
1592430203.720202,1.7956965,175.35626,173.37863
1592429703.163084,0.76962125,390.6071,501.65674
1592427618.28337,1.0616158,255.04054,211.30284
1592432545.553504,1.1472046,410.96585,365.2643
1592434021.124462,0.94422084,371.07828,316.7515
1592430088.5185652,1.6391494,223.61273,198.06577
1592426999.374541,1.1125097,485.14145,432.23474
1592433184.562581,3.072036,66.47294,72.5076
1592430805.228768,1.8278171,249.0035,193.55698
1592430434.87349,1.9120995,233.24768,229.51263
1592432681.3054368,1.3960361,267.13907,263.23666
1592427364.629748,1.35855,452.71936,386.06775
1592432570.0038452,1.0490705,410.37076,392.03793
1592434669.5836549,0.85905766,506.94492,509.9311
1592427088.47581,1.6586206,224.95091,220.55373
1592427798.735937,1.221786,463.8181,402.66107
1592427898.787364,0.82323647,677.03394,648.39355
1592433194.162722,1.9038806,172.49643,179.77446
1592428393.64442,1.24531,446.85327,446.63354
1592428361.093964,1.1095277,438.20197,372.4177
1592426534.967904,0.9128374,481.03162,478.04614
1592434850.336222,1.0219079,400.79688,488.10114
1592427569.532672,1.2696006,237.47556,250.73756
1592427595.033028,1.214454,305.95358,295.5187
1592430177.019818,2.9446042,125.46544,118.13178
1592429431.8092108,2.0813951,118.12549,109.20386
1592429916.316116,2.150109,180.43182,196.4278
1592432300.150024,3.9439914,123.85063,105.05926
1592429565.611118,1.2513053,267.3215,258.5503
1592432335.2505212,1.3412539,166.32185,213.54665
1592432600.4542851,1.0946645,437.75974,383.14294
1592431344.186435,4.874124,87.782104,54.42209
1592428408.04462,1.3511988,496.7149,453.74124
1592426239.163693,0.6885258,543.12726,477.717
1592427143.0765948,0.9022183,443.7657,360.2795
1592429710.063169,0.8759217,389.41333,460.8606
1592427607.7832131,1.5427171,235.24744,197.05026
1592433781.2710552,1.2473978,418.91132,437.34402
1592428106.990329,0.80134237,800.51843,774.1309
1592430416.273234,1.486235,272.04837,214.7766
1592430789.4785411,1.5984302,283.1845,309.99774
1592431074.332594,1.1963481,420.42844,429.47913
1592433315.21444,1.0333272,384.59756,353.97244
1592434314.678619,1.5673919,250.72284,232.88452
1592430724.527616,1.2057871,390.5935,382.67346
1592428164.441155,0.7009243,937.8613,787.3236
1592432863.258021,1.4668777,194.46901,207.59491
1592431013.281728,1.2297049,228.00221,210.26093
1592432360.600876,0.9650055,236.67165,289.1087
1592426017.760523,0.97416985,449.1812,435.36575
1592431228.534785,1.2493296,431.38696,408.16602
1592433519.817337,5.1491513,141.81969,85.30633
1592428256.692467,0.8611341,725.44073,550.2814
1592429050.503783,1.0504854,415.66895,369.92627
1592432941.70913,1.2498266,270.3305,328.37527
1592427018.874812,0.7558218,506.21222,512.31396
1592432711.305862,2.4036725,135.57545,137.29799
1592433940.423312,4.419122,116.27637,84.754166
1592434765.435016,1.2332189,439.57263,385.30927
1592426961.723998,1.2251824,440.12476,474.63843
1592433183.962566,2.804449,89.09313,83.71676
1592434335.528917,1.14682,376.37335,362.49155
1592431660.0909271,0.99748665,665.0035,662.81055
1592426080.011408,1.3777112,325.04572,362.0095
1592427404.5303192,1.252265,421.9144,419.27054
1592429696.862985,0.7317742,392.0608,544.26953
1592431395.93716,2.4627726,172.49231,131.22568
1592433601.1185012,1.3982285,196.66664,195.7453
1592430007.367413,1.1638395,281.1563,406.98184
1592433802.8713531,1.1949563,441.7414,434.82175
1592427068.525525,0.8439132,403.45914,367.89014
1592430009.617442,1.2463639,310.34204,328.85962
1592431584.9398458,1.1857054,423.89905,334.41974
1592426663.819746,1.1577039,395.18555,361.35175
1592432483.902624,1.0600883,423.99524,344.5307
1592426704.47033,1.294058,414.42563,418.10483
1592428865.851147,0.8291065,564.1764,529.5743
1592428059.439658,0.8023262,887.05664,812.12146
1592428461.445374,0.68613786,826.68335,867.1631
1592427636.7336278,1.4841369,270.49817,204.41992
1592432300.00001,4.0274816,126.68699,107.878716
1592426652.419588,1.1513594,381.36572,343.38245
1592426783.371458,0.8215491,439.85034,400.21906
1592429187.7557352,1.5992446,236.29991,192.62564
1592432017.846002,1.345775,182.37343,179.12222
1592430324.3219252,2.332182,121.20701,116.02556
1592430882.479863,2.6345813,104.712395,105.21514
1592434751.184818,1.1718315,406.95172,369.71347
1592433340.2647948,1.1235502,397.71805,371.91608
1592432782.8568718,3.6289194,140.52829,85.02696
1592427284.078606,1.1602445,461.08154,423.6546
1592431306.385893,4.1817665,103.23894,66.553246
1592427045.2751958,0.8397208,342.02576,348.6167
1592431990.6956182,3.5689998,90.143135,78.65198
1592431697.5914528,1.1096491,443.02762,539.09045
1592430476.724087,1.55968,217.73758,214.46043
1592426963.0740118,1.4237585,360.32596,398.03433
1592434082.475328,1.1717083,399.24295,366.8188
1592425968.559824,1.0771037,583.4736,499.86356
1592431880.594055,1.4523504,174.21693,182.65466
1592426648.219531,1.0814546,434.1551,405.07846
1592426655.41963,1.0770398,412.17142,376.3768
1592433362.315108,1.0284109,454.42822,475.081
1592428218.141925,0.8271163,780.741,659.72266
1592429807.714565,4.6407237,73.45715,67.50337
1592429055.6038542,1.0947741,449.54626,384.60638
1592429453.559524,1.4949665,147.08908,118.29326
1592431372.086832,4.2057276,79.37062,68.1052
1592428106.3903291,0.71131873,988.49585,944.78064
1592431042.9821389,1.5137554,246.58919,256.49332
1592432319.950294,1.3224539,141.43231,192.05002
1592428354.6438642,1.0127176,372.40112,363.76843
1592428413.5947049,1.1213421,472.8192,487.30304
1592427800.835967,1.272167,392.16046,370.33408
1592428050.289531,0.69038624,953.05365,848.2339
1592426980.924269,1.1615237,466.276,443.2256
